energy
-1.737157713827139238e+00
-1.777038176868211972e+00
-1.822593443614893172e+00
-1.822593443614893172e+00
-1.829293899663580580e+00
-1.831728486964443459e+00
-1.831728486964443459e+00
-1.838400615772412205e+00
-1.838400615772412205e+00
-1.849951169853189636e+00
-1.853210636354706731e+00
-1.853508205051339397e+00
-1.856188681379150829e+00
-1.856188681379150829e+00
-1.856188681379150829e+00
-1.856587238929459094e+00
-1.856937900026331301e+00
-1.856951255541109180e+00
-1.857058684597364229e+00
-1.857086985390122846e+00
-1.857121043485316036e+00
-1.857121043485316036e+00
-1.857187845099254275e+00
-1.857234530486630453e+00
-1.857234530486630453e+00
-1.857234530486630453e+00
-1.857250223115758603e+00
-1.857250223115758603e+00
-1.857250223115758603e+00
-1.857251019120570001e+00
-1.857254768388295840e+00
-1.857257696332630159e+00
-1.857262123094260531e+00
-1.857263559483775861e+00
-1.857266943978201468e+00
-1.857268065332324802e+00
-1.857269563360381293e+00
-1.857270894662561567e+00
-1.857271490540737702e+00
-1.857272481406195830e+00
-1.857272986531566694e+00
-1.857273763760574070e+00
-1.857274103409689570e+00
-1.857274272910200086e+00
-1.857274758415742077e+00
-1.857274981114619194e+00
-1.857274981114619194e+00
-1.857274981114619194e+00
-1.857274981114619194e+00
-1.857274986080641010e+00
-1.857274986080641010e+00
-1.857275000518139318e+00
-1.857275011153716626e+00
-1.857275011816459598e+00
-1.857275012990266871e+00
-1.857275020814289412e+00
-1.857275022847716617e+00
-1.857275027360111741e+00
-1.857275029573691061e+00
-1.857275029573691061e+00
-1.857275029573691061e+00
-1.857275029573691061e+00
-1.857275029573691061e+00
-1.857275029718633119e+00
-1.857275029800616206e+00
-1.857275029855903092e+00
-1.857275029855903092e+00
-1.857275029958489032e+00
-1.857275030008521677e+00
-1.857275030039188479e+00
-1.857275030075109745e+00
-1.857275030117245151e+00
-1.857275030133891836e+00
-1.857275030158715978e+00
-1.857275030158715978e+00
-1.857275030181332998e+00
-1.857275030181332998e+00
-1.857275030181332998e+00
-1.857275030187303555e+00
-1.857275030187303555e+00
-1.857275030192140575e+00
-1.857275030192140575e+00
-1.857275030193941134e+00
-1.857275030194473597e+00
-1.857275030195696397e+00
-1.857275030195923993e+00
-1.857275030196437582e+00
-1.857275030198068722e+00
-1.857275030199114552e+00
-1.857275030200084665e+00
-1.857275030200145727e+00
-1.857275030200765675e+00
-1.857275030201136712e+00
-1.857275030201592569e+00
-1.857275030202015342e+00
-1.857275030202015342e+00
-1.857275030202196975e+00
