energy
-1.373719703288326155e+00
-1.488905461385454654e+00
-1.515651999761578272e+00
-1.515651999761578272e+00
-1.691497571678728828e+00
-1.735292445977958620e+00
-1.745789890502676522e+00
-1.796095590769738015e+00
-1.813499007448730271e+00
-1.837484912415753291e+00
-1.840994904243822061e+00
-1.846386671902334076e+00
-1.850155545761850151e+00
-1.850155545761850151e+00
-1.853935736240042154e+00
-1.853935736240042154e+00
-1.854408243228400366e+00
-1.854408243228400366e+00
-1.854542458817139527e+00
-1.854921295227885736e+00
-1.855263319758105656e+00
-1.855746154067074993e+00
-1.856189642058398537e+00
-1.856522922623040639e+00
-1.856855130970512802e+00
-1.856974590315229268e+00
-1.856977337437891951e+00
-1.857085585927544136e+00
-1.857158019360760859e+00
-1.857158019360760859e+00
-1.857178690356030337e+00
-1.857229888509379201e+00
-1.857230665589229224e+00
-1.857230665589229224e+00
-1.857251942100678344e+00
-1.857273273960786453e+00
-1.857273273960786453e+00
-1.857273273960786453e+00
-1.857273273960786453e+00
-1.857273273960786453e+00
-1.857273842485903215e+00
-1.857274499044651472e+00
-1.857274669005134049e+00
-1.857274916234589401e+00
-1.857274976171902736e+00
-1.857274976171902736e+00
-1.857274976171902736e+00
-1.857275025786332634e+00
-1.857275097083873838e+00
-1.857275097083873838e+00
-1.857275097083873838e+00
-1.857275097083873838e+00
-1.857275097083873838e+00
-1.857275125089256296e+00
-1.857275125089256296e+00
-1.857275125089256296e+00
-1.857275125089256296e+00
-1.857275218726651689e+00
-1.857275218726651689e+00
-1.857275240255436222e+00
-1.857275240255436222e+00
